tournament,court,surface,round_imp,best_of,player0,player1,rank0,rank1,winner
"PBZ Zagreb Indoors",Indoor,Hard,2,3,"Melzer J.","Cilic M.",32,10,1
"PBZ Zagreb Indoors",Indoor,Hard,2,3,"Petzschner P.","Berrer M.",84,65,1
"PBZ Zagreb Indoors",Indoor,Hard,1,3,"Berrer M.","Cilic M.",65,10,1
"Brasil Open",Outdoor,Clay,7,3,"Ventura S.","Gimeno-Traver D.",108,81,1
"Brasil Open",Outdoor,Clay,7,3,"Greul S.","Montanes A.",64,30,1
"Brasil Open",Outdoor,Clay,7,3,"Lorenzi P.","Mello R.",84,135,1
"Brasil Open",Outdoor,Clay,7,3,"Daniel M.","Machado R.",89,124,1
"Brasil Open",Outdoor,Clay,7,3,"Starace P.","Andreev I.",65,41,1
"Brasil Open",Outdoor,Clay,7,3,"Dutra Silva R.","Massu N.",308,99,1
"Brasil Open",Outdoor,Clay,7,3,"Andujar P.","Gil F.",163,88,1
"Brasil Open",Outdoor,Clay,7,3,"Luczak P.","Chela J.I.",72,80,1
"Brasil Open",Outdoor,Clay,7,3,"Volandri F.","Cuevas P.",211,50,1
"Brasil Open",Outdoor,Clay,7,3,"Schwank E.","Ferrero J.C.",74,22,1
"Brasil Open",Outdoor,Clay,7,3,"Hocevar R.","Berlocq C.",190,295,1
"Brasil Open",Outdoor,Clay,7,3,"Vassallo-Arguello M.","Fognini F.",102,57,1
"Brasil Open",Outdoor,Clay,7,3,"Zeballos H.","Granollers M.",49,105,1
"Brasil Open",Outdoor,Clay,7,3,"Alves T.","Bellucci T.",131,28,1
"Brasil Open",Outdoor,Clay,7,3,"Hernandez O.","Kubot L.",75,56,1
"Brasil Open",Outdoor,Clay,7,3,"Souza J.","Hanescu V.",155,44,1
"Brasil Open",Outdoor,Clay,6,3,"Machado R.","Andreev I.",124,41,1
"Brasil Open",Outdoor,Clay,6,3,"Gil F.","Cuevas P.",88,50,1
"Brasil Open",Outdoor,Clay,6,3,"Chela J.I.","Berlocq C.",80,295,1
"Brasil Open",Outdoor,Clay,6,3,"Massu N.","Ferrero J.C.",99,22,1
"Brasil Open",Outdoor,Clay,6,3,"Hanescu V.","Mello R.",44,135,1
"Brasil Open",Outdoor,Clay,6,3,"Gimeno-Traver D.","Bellucci T.",81,28,1
"Brasil Open",Outdoor,Clay,6,3,"Granollers M.","Fognini F.",105,57,1
"Brasil Open",Outdoor,Clay,6,3,"Montanes A.","Kubot L.",30,56,1
"Brasil Open",Outdoor,Clay,3,3,"Cuevas P.","Andreev I.",50,41,1
"Brasil Open",Outdoor,Clay,3,3,"Berlocq C.","Ferrero J.C.",295,22,1
"Brasil Open",Outdoor,Clay,3,3,"Fognini F.","Kubot L.",57,56,1
"Brasil Open",Outdoor,Clay,3,3,"Bellucci T.","Mello R.",28,135,1
"Brasil Open",Outdoor,Clay,2,3,"Andreev I.","Kubot L.",41,56,1
"Brasil Open",Outdoor,Clay,2,3,"Mello R.","Ferrero J.C.",135,22,1
"Brasil Open",Outdoor,Clay,1,3,"Kubot L.","Ferrero J.C.",56,22,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Bohli S.","Seppi A.",142,46,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Tipsarevic J.","Mayer F.",37,63,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Serra F.","Soderling R.",60,8,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Haase R.","Robredo T.",361,15,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Zverev M.","Sijsling I.",92,245,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Llodra M.","Chiudinelli M.",70,54,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Garcia-Lopez G.","Ilhan M.",47,138,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Ljubicic I.","Benneteau J.",24,38,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Hajek J.","De Bakker T.",83,82,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Stakhovsky S.","Djokovic N.",69,2,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Golubev A.","Youzhny M.",106,20,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Clement A.","Berrer M.",61,62,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Rochus O.","Monfils G.",55,13,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Troicki V.","Melzer J.",34,32,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Lopez F.","Davydenko N.",33,6,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,7,3,"Blake J.","Baghdatis M.",52,36,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,6,3,"Sijsling I.","Soderling R.",245,8,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,6,3,"Robredo T.","Mayer F.",15,63,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,6,3,"Ilhan M.","Youzhny M.",138,20,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,6,3,"De Bakker T.","Monfils G.",82,13,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,6,3,"Berrer M.","Benneteau J.",62,38,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,6,3,"Chiudinelli M.","Djokovic N.",54,2,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,6,3,"Baghdatis M.","Davydenko N.",36,6,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,6,3,"Seppi A.","Melzer J.",46,32,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,3,3,"Mayer F.","Djokovic N.",63,2,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,3,3,"Benneteau J.","Soderling R.",38,8,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,3,3,"Melzer J.","Davydenko N.",32,6,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,3,3,"Monfils G.","Youzhny M.",13,20,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,2,3,"Davydenko N.","Soderling R.",6,8,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,2,3,"Djokovic N.","Youzhny M.",2,20,1
"ABN AMRO World Tennis Tournament",Indoor,Hard,1,3,"Youzhny M.","Soderling R.",20,8,1
"SAP Open",Indoor,Hard,7,3,"Giraldo S.","Sela D.",100,45,1
"SAP Open",Indoor,Hard,7,3,"Poerschke L.","Nieminen J.",332,129,1
"SAP Open",Indoor,Hard,7,3,"Gulbis E.","Mayer L.",98,76,1
"SAP Open",Indoor,Hard,7,3,"Harrison R.","Istomin D.",326,96,1
"SAP Open",Indoor,Hard,7,3,"Bogomolov A.","Dent T.",263,77,1
"SAP Open",Indoor,Hard,7,3,"Odesnik W.","Berdych T.",109,23,1
"SAP Open",Indoor,Hard,7,3,"Smyczek T.","Becker B.",304,40,1
"SAP Open",Indoor,Hard,7,3,"Chardy J.","Phau B.",42,126,1
"SAP Open",Indoor,Hard,7,3,"Ginepri R.","Berankis R.",101,255,1
"SAP Open",Indoor,Hard,7,3,"Ram R.","Kohlschreiber P.",79,29,1
"SAP Open",Indoor,Hard,7,3,"Im K.T.","Russell M.",202,78,1
"SAP Open",Indoor,Hard,7,3,"Britton D.","Haas T.",1461,17,1
"SAP Open",Indoor,Hard,7,3,"Gabashvili T.","Querrey S.",103,31,1
"SAP Open",Indoor,Hard,7,3,"Stepanek R.","Malisse X.",14,107,1
"SAP Open",Indoor,Hard,7,3,"Deheart R.","Roddick A.",226,7,1
"SAP Open",Indoor,Hard,7,3,"Lu Y.H.","Verdasco F.",113,11,1
"SAP Open",Indoor,Hard,6,3,"Sela D.","Kohlschreiber P.",45,29,1
"SAP Open",Indoor,Hard,6,3,"Nieminen J.","Berdych T.",129,23,1
"SAP Open",Indoor,Hard,6,3,"Haas T.","Istomin D.",17,96,1
"SAP Open",Indoor,Hard,6,3,"Phau B.","Berankis R.",126,255,1
"SAP Open",Indoor,Hard,6,3,"Malisse X.","Russell M.",107,78,1
"SAP Open",Indoor,Hard,6,3,"Dent T.","Querrey S.",77,31,1
"SAP Open",Indoor,Hard,6,3,"Mayer L.","Roddick A.",76,7,1
"SAP Open",Indoor,Hard,6,3,"Becker B.","Verdasco F.",40,11,1
"SAP Open",Indoor,Hard,3,3,"Kohlschreiber P.","Istomin D.",29,96,1
"SAP Open",Indoor,Hard,3,3,"Berankis R.","Verdasco F.",255,11,1
"SAP Open",Indoor,Hard,3,3,"Berdych T.","Roddick A.",23,7,1
"SAP Open",Indoor,Hard,3,3,"Russell M.","Querrey S.",78,31,1
"SAP Open",Indoor,Hard,2,3,"Istomin D.","Verdasco F.",96,11,1
"SAP Open",Indoor,Hard,2,3,"Querrey S.","Roddick A.",31,7,1
"SAP Open",Indoor,Hard,1,3,"Roddick A.","Verdasco F.",7,11,1
"Copa Telmex",Outdoor,Clay,7,3,"Schwank E.","Hanescu V.",81,45,1
"Copa Telmex",Outdoor,Clay,7,3,"Almagro N.","Gimeno-Traver D.",26,80,1
"Copa Telmex",Outdoor,Clay,7,3,"Luczak P.","Gil F.",72,109,1
"Copa Telmex",Outdoor,Clay,7,3,"Lorenzi P.","Daniel M.",91,86,1
"Copa Telmex",Outdoor,Clay,7,3,"Mello R.","Ferrero J.C.",113,22,1
"Copa Telmex",Outdoor,Clay,7,3,"Hernandez O.","Andujar P.",76,161,1
"Copa Telmex",Outdoor,Clay,7,3,"Fognini F.","Andreev I.",57,38,1
"Copa Telmex",Outdoor,Clay,7,3,"Koellerer D.","Ventura S.",74,106,1
"Copa Telmex",Outdoor,Clay,7,3,"Gasquet R.","Chela J.I.",54,83,1
"Copa Telmex",Outdoor,Clay,7,3,"Junqueira D.","Granollers M.",187,105,1
"Copa Telmex",Outdoor,Clay,7,3,"Volandri F.","Moya C.",205,507,1
"Copa Telmex",Outdoor,Clay,7,3,"Starace P.","Nalbandian D.",63,140,1
"Copa Telmex",Outdoor,Clay,7,3,"Gaudio G.","Zeballos H.",174,52,1
"Copa Telmex",Outdoor,Clay,7,3,"Cuevas P.","Montanes A.",50,30,1
"Copa Telmex",Outdoor,Clay,7,3,"Greul S.","Ferrer D.",60,19,1
"Copa Telmex",Outdoor,Clay,7,3,"Kubot L.","Monaco J.",48,27,1
"Copa Telmex",Outdoor,Clay,6,3,"Hanescu V.","Ventura S.",45,106,1
"Copa Telmex",Outdoor,Clay,6,3,"Andujar P.","Montanes A.",161,30,1
"Copa Telmex",Outdoor,Clay,6,3,"Gimeno-Traver D.","Nalbandian D.",80,140,1
"Copa Telmex",Outdoor,Clay,6,3,"Daniel M.","Ferrero J.C.",86,22,1
"Copa Telmex",Outdoor,Clay,6,3,"Granollers M.","Andreev I.",105,38,1
"Copa Telmex",Outdoor,Clay,6,3,"Gil F.","Ferrer D.",109,19,1
"Copa Telmex",Outdoor,Clay,6,3,"Moya C.","Zeballos H.",507,52,1
"Copa Telmex",Outdoor,Clay,6,3,"Chela J.I.","Monaco J.",83,27,1
"Copa Telmex",Outdoor,Clay,3,3,"Nalbandian D.","Montanes A.",140,30,1
"Copa Telmex",Outdoor,Clay,3,3,"Ventura S.","Ferrero J.C.",106,22,1
"Copa Telmex",Outdoor,Clay,3,3,"Zeballos H.","Monaco J.",52,27,1
"Copa Telmex",Outdoor,Clay,3,3,"Andreev I.","Ferrer D.",38,19,1
"Copa Telmex",Outdoor,Clay,2,3,"Montanes A.","Ferrer D.",30,19,1
"Copa Telmex",Outdoor,Clay,2,3,"Monaco J.","Ferrero J.C.",27,22,1
"Copa Telmex",Outdoor,Clay,1,3,"Ferrer D.","Ferrero J.C.",19,22,1
"Open 13",Indoor,Hard,7,3,"Kunitsyn I.","Serra F.",90,59,1
"Open 13",Indoor,Hard,7,3,"Brands D.","Baghdatis M.",96,36,1
"Open 13",Indoor,Hard,7,3,"Guez D.","Zverev M.",135,92,1
"Open 13",Indoor,Hard,7,3,"Bolelli S.","Stakhovsky S.",110,69,1
"Open 13",Indoor,Hard,7,3,"Bemelmans R.","Marchenko I.",192,88,1
"Open 13",Indoor,Hard,7,3,"Roger-Vasselin E.","Llodra M.",151,79,1
"Open 13",Indoor,Hard,7,3,"Bohli S.","Benneteau J.",143,39,1
"Open 13",Indoor,Hard,7,3,"Istomin D.","Ouanna J.",77,121,1
"Open 13",Indoor,Hard,7,3,"Simon G.","Rochus O.",16,58,1
"Open 13",Indoor,Hard,7,3,"Clement A.","Seppi A.",62,46,1
"Open 13",Indoor,Hard,7,3,"Hajek J.","Mertens Y.",84,271,1
"Open 13",Indoor,Hard,7,3,"Recouderc L.","Rufin G.",139,154,1
"Open 13",Indoor,Hard,6,3,"Robredo T.","Zverev M.",17,92,1
"Open 13",Indoor,Hard,6,3,"Serra F.","Benneteau J.",59,39,1
"Open 13",Indoor,Hard,6,3,"Baghdatis M.","Llodra M.",36,79,1
"Open 13",Indoor,Hard,6,3,"Ouanna J.","Tsonga J.W.",121,9,1
"Open 13",Indoor,Hard,6,3,"Mertens Y.","Rufin G.",271,154,1
"Open 13",Indoor,Hard,6,3,"Stakhovsky S.","Soderling R.",69,8,1
"Open 13",Indoor,Hard,6,3,"Seppi A.","Monfils G.",46,13,1
"Open 13",Indoor,Hard,6,3,"Rochus O.","Marchenko I.",58,88,1
"Open 13",Indoor,Hard,3,3,"Soderling R.","Llodra M.",8,79,1
"Open 13",Indoor,Hard,3,3,"Marchenko I.","Tsonga J.W.",88,9,1
"Open 13",Indoor,Hard,3,3,"Monfils G.","Benneteau J.",13,39,1
"Open 13",Indoor,Hard,3,3,"Rufin G.","Zverev M.",154,92,1
"Open 13",Indoor,Hard,2,3,"Tsonga J.W.","Benneteau J.",9,39,1
"Open 13",Indoor,Hard,2,3,"Zverev M.","Llodra M.",92,79,1
"Open 13",Indoor,Hard,1,3,"Benneteau J.","Llodra M.",39,79,1
"Regions Morgan Keegan Championships",Indoor,Hard,7,3,"Dent T.","Petzschner P.",78,70,1
"Regions Morgan Keegan Championships",Indoor,Hard,7,3,"Anderson K.","Stepanek R.",136,14,1
"Regions Morgan Keegan Championships",Indoor,Hard,7,3,"Harrison R.","Isner J.",326,25,1
"Regions Morgan Keegan Championships",Indoor,Hard,7,3,"Reynolds B.","Lacko L.",415,66,1
"Regions Morgan Keegan Championships",Indoor,Hard,7,3,"Sela D.","Nieminen J.",44,126,1
"Regions Morgan Keegan Championships",Indoor,Hard,7,3,"Kohlschreiber P.","Korolev E.",28,49,1
"Regions Morgan Keegan Championships",Indoor,Hard,7,3,"Kendrick R.","Gulbis E.",138,99,1
"Regions Morgan Keegan Championships",Indoor,Hard,7,3,"Becker B.","Karlovic I.",40,33,1
"Regions Morgan Keegan Championships",Indoor,Hard,7,3,"Sweeting R.","Berdych T.",159,23,1
"Regions Morgan Keegan Championships",Indoor,Hard,7,3,"Verdasco F.","Chardy J.",11,41,1
"Regions Morgan Keegan Championships",Indoor,Hard,7,3,"Ginepri R.","Lu Y.H.",100,114,1
"Regions Morgan Keegan Championships",Indoor,Hard,7,3,"Odesnik W.","Russell M.",107,68,1
"Regions Morgan Keegan Championships",Indoor,Hard,7,3,"Haas T.","Malisse X.",18,102,1
"Regions Morgan Keegan Championships",Indoor,Hard,7,3,"Ram R.","Querrey S.",82,31,1
"Regions Morgan Keegan Championships",Indoor,Hard,7,3,"Fish M.","Mayer L.",71,73,1
"Regions Morgan Keegan Championships",Indoor,Hard,7,3,"Blake J.","Roddick A.",55,7,1
"Regions Morgan Keegan Championships",Indoor,Hard,6,3,"Nieminen J.","Isner J.",126,25,1
"Regions Morgan Keegan Championships",Indoor,Hard,6,3,"Stepanek R.","Gulbis E.",14,99,1
"Regions Morgan Keegan Championships",Indoor,Hard,6,3,"Korolev E.","Petzschner P.",49,70,1
"Regions Morgan Keegan Championships",Indoor,Hard,6,3,"Russell M.","Berdych T.",68,23,1
"Regions Morgan Keegan Championships",Indoor,Hard,6,3,"Chardy J.","Lacko L.",41,66,1
"Regions Morgan Keegan Championships",Indoor,Hard,6,3,"Malisse X.","Karlovic I.",102,33,1
"Regions Morgan Keegan Championships",Indoor,Hard,6,3,"Mayer L.","Querrey S.",73,31,1
"Regions Morgan Keegan Championships",Indoor,Hard,6,3,"Lu Y.H.","Roddick A.",114,7,1
"Regions Morgan Keegan Championships",Indoor,Hard,3,3,"Lacko L.","Petzschner P.",66,70,1
"Regions Morgan Keegan Championships",Indoor,Hard,3,3,"Karlovic I.","Isner J.",33,25,1
"Regions Morgan Keegan Championships",Indoor,Hard,3,3,"Berdych T.","Gulbis E.",23,99,1
"Regions Morgan Keegan Championships",Indoor,Hard,3,3,"Roddick A.","Querrey S.",7,31,1
"Regions Morgan Keegan Championships",Indoor,Hard,2,3,"Petzschner P.","Isner J.",70,25,1
"Regions Morgan Keegan Championships",Indoor,Hard,2,3,"Gulbis E.","Querrey S.",99,31,1
"Regions Morgan Keegan Championships",Indoor,Hard,1,3,"Isner J.","Querrey S.",25,31,1
"Abierto Mexicano",Outdoor,Clay,7,3,"Hernandez O.","Bellucci T.",80,32,1
"Abierto Mexicano",Outdoor,Clay,7,3,"Gonzalez S.","Schwank E.",177,81,1
"Abierto Mexicano",Outdoor,Clay,7,3,"Moya C.","Gasquet R.",439,54,1
"Abierto Mexicano",Outdoor,Clay,7,3,"Sela D.","Almagro N.",64,27,1
"Abierto Mexicano",Outdoor,Clay,7,3,"Gimeno-Traver D.","Montanes A.",79,29,1
"Abierto Mexicano",Outdoor,Clay,7,3,"Luczak P.","Chela J.I.",75,83,1
"Abierto Mexicano",Outdoor,Clay,7,3,"Gil F.","Hanescu V.",107,44,1
"Abierto Mexicano",Outdoor,Clay,7,3,"Daniel M.","Cuevas P.",87,51,1
"Abierto Mexicano",Outdoor,Clay,7,3,"Crivoi V.","Andreev I.",124,38,1
"Abierto Mexicano",Outdoor,Clay,7,3,"Martin A.","Monaco J.",131,30,1
"Abierto Mexicano",Outdoor,Clay,7,3,"Fognini F.","Verdasco F.",57,10,1
"Abierto Mexicano",Outdoor,Clay,7,3,"Starace P.","Ferrer D.",66,17,1
"Abierto Mexicano",Outdoor,Clay,7,3,"Zeballos H.","Kubot L.",49,48,1
"Abierto Mexicano",Outdoor,Clay,7,3,"Junqueira D.","Ferrero J.C.",192,16,1
"Abierto Mexicano",Outdoor,Clay,7,3,"Querrey S.","Gonzalez F.",22,12,1
"Abierto Mexicano",Outdoor,Clay,7,3,"Isner J.","Greul S.",21,62,1
"Abierto Mexicano",Outdoor,Clay,6,3,"Gasquet R.","Almagro N.",54,27,1
"Abierto Mexicano",Outdoor,Clay,6,3,"Montanes A.","Cuevas P.",29,51,1
"Abierto Mexicano",Outdoor,Clay,6,3,"Chela J.I.","Monaco J.",83,30,1
"Abierto Mexicano",Outdoor,Clay,6,3,"Kubot L.","Verdasco F.",48,10,1
"Abierto Mexicano",Outdoor,Clay,6,3,"Greul S.","Schwank E.",62,81,1
"Abierto Mexicano",Outdoor,Clay,6,3,"Bellucci T.","Ferrer D.",32,17,1
"Abierto Mexicano",Outdoor,Clay,6,3,"Hanescu V.","Gonzalez F.",44,12,1
"Abierto Mexicano",Outdoor,Clay,6,3,"Andreev I.","Ferrero J.C.",38,16,1
"Abierto Mexicano",Outdoor,Clay,3,3,"Cuevas P.","Ferrer D.",51,17,1
"Abierto Mexicano",Outdoor,Clay,3,3,"Verdasco F.","Monaco J.",10,30,1
"Abierto Mexicano",Outdoor,Clay,3,3,"Schwank E.","Gonzalez F.",81,12,1
"Abierto Mexicano",Outdoor,Clay,3,3,"Almagro N.","Ferrero J.C.",27,16,1
"Abierto Mexicano",Outdoor,Clay,2,3,"Monaco J.","Ferrero J.C.",30,16,1
"Abierto Mexicano",Outdoor,Clay,2,3,"Gonzalez F.","Ferrer D.",12,17,1
"Abierto Mexicano",Outdoor,Clay,1,3,"Ferrero J.C.","Ferrer D.",16,17,1
"International Championships",Outdoor,Hard,7,3,"Ram R.","Odesnik W.",82,108,1
"International Championships",Outdoor,Hard,7,3,"Lapentti N.","Korolev E.",97,46,1
"International Championships",Outdoor,Hard,7,3,"Haas T.","Gabashvili T.",19,104,1
"International Championships",Outdoor,Hard,7,3,"Lindahl N.","Mayer F.",243,53,1
"International Championships",Outdoor,Hard,7,3,"Lorenzi P.","Nieminen J.",94,109,1
"International Championships",Outdoor,Hard,7,3,"Malisse X.","Chardy J.",88,41,1
"International Championships",Outdoor,Hard,7,3,"Anderson K.","Mayer L.",133,69,1
"International Championships",Outdoor,Hard,7,3,"Russell M.","Zverev M.",68,86,1
"International Championships",Outdoor,Hard,7,3,"Harrison R.","Gulbis E.",296,72,1
"International Championships",Outdoor,Hard,7,3,"Nishikori K.","Becker B.",898,40,1
"International Championships",Outdoor,Hard,7,3,"Petzschner P.","Karlovic I.",55,33,1
"International Championships",Outdoor,Hard,7,3,"Kendrick R.","Haase R.",137,364,1
"International Championships",Outdoor,Hard,7,3,"Grosjean S.","Brands D.",559,100,1
"International Championships",Outdoor,Hard,7,3,"Rochus C.","Fish M.",115,73,1
"International Championships",Outdoor,Hard,7,3,"Spadea V.","Giraldo S.",361,98,1
"International Championships",Outdoor,Hard,7,3,"Dent T.","Blake J.",78,50,1
"International Championships",Outdoor,Hard,6,3,"Mayer F.","Mayer L.",53,69,1
"International Championships",Outdoor,Hard,6,3,"Korolev E.","Nieminen J.",46,109,1
"International Championships",Outdoor,Hard,6,3,"Gabashvili T.","Gulbis E.",104,72,1
"International Championships",Outdoor,Hard,6,3,"Odesnik W.","Becker B.",108,40,1
"International Championships",Outdoor,Hard,6,3,"Giraldo S.","Chardy J.",98,41,1
"International Championships",Outdoor,Hard,6,3,"Zverev M.","Fish M.",86,73,1
"International Championships",Outdoor,Hard,6,3,"Haase R.","Blake J.",364,50,1
"International Championships",Outdoor,Hard,6,3,"Brands D.","Karlovic I.",100,33,1
"International Championships",Outdoor,Hard,3,3,"Becker B.","Nieminen J.",40,109,1
"International Championships",Outdoor,Hard,3,3,"Mayer L.","Gulbis E.",69,72,1
"International Championships",Outdoor,Hard,3,3,"Blake J.","Karlovic I.",50,33,1
"International Championships",Outdoor,Hard,3,3,"Chardy J.","Fish M.",41,73,1
"International Championships",Outdoor,Hard,2,3,"Nieminen J.","Gulbis E.",109,72,1
"International Championships",Outdoor,Hard,2,3,"Fish M.","Karlovic I.",73,33,1
"International Championships",Outdoor,Hard,1,3,"Karlovic I.","Gulbis E.",33,72,1
"Dubai Tennis Championships",Outdoor,Hard,7,3,"Bolelli S.","Melzer J.",117,31,1
"Dubai Tennis Championships",Outdoor,Hard,7,3,"Lopez F.","Koubek S.",34,135,1
"Dubai Tennis Championships",Outdoor,Hard,7,3,"Schuettler R.","Troicki V.",92,35,1
"Dubai Tennis Championships",Outdoor,Hard,7,3,"Simon G.","Baghdatis M.",18,37,1
"Dubai Tennis Championships",Outdoor,Hard,7,3,"Hernych J.","Ljubicic I.",140,26,1
"Dubai Tennis Championships",Outdoor,Hard,7,3,"Garcia-Lopez G.","Djokovic N.",47,2,1
"Dubai Tennis Championships",Outdoor,Hard,7,3,"Kunitsyn I.","Murray A.",111,4,1
"Dubai Tennis Championships",Outdoor,Hard,7,3,"Stakhovsky S.","Berrer M.",70,56,1
"Dubai Tennis Championships",Outdoor,Hard,7,3,"Clement A.","Cilic M.",67,9,1
"Dubai Tennis Championships",Outdoor,Hard,7,3,"Chiudinelli M.","Devvarman S.",52,143,1
"Dubai Tennis Championships",Outdoor,Hard,7,3,"Seppi A.","Tipsarevic J.",45,39,1
"Dubai Tennis Championships",Outdoor,Hard,7,3,"Serra F.","Davydenko N.",59,6,1
"Dubai Tennis Championships",Outdoor,Hard,7,3,"Al Ghareeb M.","Phau B.",514,125,1
"Dubai Tennis Championships",Outdoor,Hard,7,3,"Benneteau J.","Robredo T.",36,23,1
"Dubai Tennis Championships",Outdoor,Hard,7,3,"Llodra M.","Tsonga J.W.",65,11,1
"Dubai Tennis Championships",Outdoor,Hard,7,3,"Lacko L.","Youzhny M.",60,15,1
"Dubai Tennis Championships",Outdoor,Hard,6,3,"Davydenko N.","Berrer M.",6,56,1
"Dubai Tennis Championships",Outdoor,Hard,6,3,"Robredo T.","Melzer J.",23,31,1
"Dubai Tennis Championships",Outdoor,Hard,6,3,"Koubek S.","Cilic M.",135,9,1
"Dubai Tennis Championships",Outdoor,Hard,6,3,"Troicki V.","Djokovic N.",35,2,1
"Dubai Tennis Championships",Outdoor,Hard,6,3,"Devvarman S.","Baghdatis M.",143,37,1
"Dubai Tennis Championships",Outdoor,Hard,6,3,"Phau B.","Youzhny M.",125,15,1
"Dubai Tennis Championships",Outdoor,Hard,6,3,"Murray A.","Tipsarevic J.",4,39,1
"Dubai Tennis Championships",Outdoor,Hard,6,3,"Tsonga J.W.","Ljubicic I.",11,26,1
"Dubai Tennis Championships",Outdoor,Hard,3,3,"Cilic M.","Melzer J.",9,31,1
"Dubai Tennis Championships",Outdoor,Hard,3,3,"Tipsarevic J.","Youzhny M.",39,15,1
"Dubai Tennis Championships",Outdoor,Hard,3,3,"Ljubicic I.","Djokovic N.",26,2,1
"Dubai Tennis Championships",Outdoor,Hard,3,3,"Berrer M.","Baghdatis M.",56,37,1
"Dubai Tennis Championships",Outdoor,Hard,2,3,"Melzer J.","Youzhny M.",31,15,1
"Dubai Tennis Championships",Outdoor,Hard,2,3,"Baghdatis M.","Djokovic N.",37,2,1
"Dubai Tennis Championships",Outdoor,Hard,1,3,"Youzhny M.","Djokovic N.",15,2,1
"BNP Paribas Open",Outdoor,Hard,7,3,"Rochus O.","Fognini F.",59,55,1
"BNP Paribas Open",Outdoor,Hard,7,3,"Falla A.","Serra F.",71,63,1
"BNP Paribas Open",Outdoor,Hard,7,3,"Lacko L.","Garcia-Lopez G.",60,49,1
"BNP Paribas Open",Outdoor,Hard,7,3,"Starace P.","Chardy J.",67,44,1
"BNP Paribas Open",Outdoor,Hard,7,3,"Smyczek T.","Moya C.",295,639,1
"BNP Paribas Open",Outdoor,Hard,7,3,"Gil F.","Cuevas P.",104,47,1
"BNP Paribas Open",Outdoor,Hard,7,3,"Beck A.","Delgado R.",48,165,1
"BNP Paribas Open",Outdoor,Hard,7,3,"Reynolds B.","Ancic M.",414,694,1
"BNP Paribas Open",Outdoor,Hard,7,3,"Rochus C.","Petzschner P.",136,54,1
"BNP Paribas Open",Outdoor,Hard,7,3,"Phau B.","Anderson K.",112,127,1
"BNP Paribas Open",Outdoor,Hard,7,3,"Mayer L.","Dabul B.",66,175,1
"BNP Paribas Open",Outdoor,Hard,7,3,"Ram R.","Koellerer D.",79,96,1
"BNP Paribas Open",Outdoor,Hard,7,3,"Berrer M.","Fish M.",51,106,1
"BNP Paribas Open",Outdoor,Hard,7,3,"Alves T.","Schuettler R.",129,90,1
"BNP Paribas Open",Outdoor,Hard,7,3,"Dent T.","Harrison R.",77,284,1
"BNP Paribas Open",Outdoor,Hard,7,3,"Chiudinelli M.","Gulbis E.",56,45,1
"BNP Paribas Open",Outdoor,Hard,7,3,"Levine J.","Sela D.",113,72,1
"BNP Paribas Open",Outdoor,Hard,7,3,"Hernandez O.","Lu Y.H.",78,103,1
"BNP Paribas Open",Outdoor,Hard,7,3,"Llodra M.","Matosevic M.",65,240,1
"BNP Paribas Open",Outdoor,Hard,7,3,"Gasquet R.","Greul S.",69,58,1
"BNP Paribas Open",Outdoor,Hard,7,3,"Zverev M.","Almagro N.",82,40,1
"BNP Paribas Open",Outdoor,Hard,7,3,"Gimeno-Traver D.","Blake J.",98,52,1
"BNP Paribas Open",Outdoor,Hard,7,3,"Daniel M.","De Bakker T.",86,73,1
